,id,title,author_info,rating,pros,cons,Date,Location,Status
456,456,Good,"Jun 1, 2022 - Transportation Specialist in Hyderābād",4,Ownership OT allowance No pressure Work life balance,"As tenure increases, work pressure will gradually increase","Jun 1, 2022 ",Hyderābād, Transportation Specialist
457,457,Good,"Jun 1, 2022 - Virtual SDS Associate in Calcutta",4,Good process to work in. Good benefits and compensation for overtime. Good work culture. There are internal assessment tests held which helps in lateral movement and better opportunities.,Sometimes training was lacking or rushed. Sometimes targets don't make sense. As per company policies it's not always possible to give satisfactory resolution to customers. Customer gives negative feedback which reflects on the performance of associates. Management pressurized associates to get positive feedback from customers while maintaining company policy which is not always possible.,"Jun 1, 2022 ",Calcutta, Virtual SDS Associate
458,458,A great place to work with.,"Jun 1, 2022 - Team Lead/Process Trainer/Quality Analyst in Pune",4,I would love to work for amazon cause looking for a long term carrier.,i am looking for a job in amazon,"Jun 1, 2022 ",Pune, Team Lead/Process Trainer/Quality Analyst
459,459,N/a,"Jun 22, 2022 - Senior HR Associate in Hyderābād",1,You will get your salary and bonus on time.,Work culture is pathetic and they don't consider you humans.,"Jun 22, 2022 ",Hyderābād, Senior HR Associate
460,460,Good place to work in your thirties,"Jun 1, 2022 - Quality Analyst in Bangalore",3,"Hikes, Top company, Reimbursements, Professional, Hybrid work","Amazon does not have remote work anymore, it’s asking all employees to move back to base Location and come to office 2-3 days a week which is not yet possible for some of us.","Jun 1, 2022 ",Bangalore, Quality Analyst
461,461,Best Hiring Practices,"May 16, 2022 - Senior Recruiter in Bangalore",5,Bare minimum documentation Self navigating on-boarding experience Highly supportive staff Feel warm and welcome,Abundant information Tones of material May be opportunities rather than concerns?,"May 16, 2022 ",Bangalore, Senior Recruiter
462,462,Very good environment,"May 16, 2022 - D2AS ASSOCIATE in Hyderābād",5,Very helpful team and overall management,No such things as cons,"May 16, 2022 ",Hyderābād, D2AS ASSOCIATE
463,463,no,"May 17, 2022 - in Tharād",5,fully happy life this job,nothing challenges for this job,"May 17, 2022 ",Tharād,
464,464,Yeah Right,"May 17, 2022 - Operations Manager in Hyderābād",5,"All Pros, All Pros, All Pros","No Cons, No Cons, No Cons,","May 17, 2022 ",Hyderābād, Operations Manager
465,465,Overall Good experience,"May 17, 2022 - Investigations Specialist in Hyderābād",5,"Good exposure to various Fin-crimes ,",Daily repetitive work which can impact performance,"May 17, 2022 ",Hyderābād, Investigations Specialist
466,466,good environment to work,"May 17, 2022 - TRON Associate- L2 in Hyderābād",5,growth in TRON process is likely good,internal hiring are very hard,"May 17, 2022 ",None, TRON Associate
467,467,Nice atmosphere,"May 17, 2022 - Anonymous Employee in Chandigarh",5,"Awesome working atmosphere, great managers",low salary and high pressure at peek time,"May 17, 2022 ",Chandigarh, Anonymous Employee
468,468,Experience,"May 17, 2022 - Workforce Staffing Lead in Calcutta",5,"Great place to work for, culture is awesome, your manager and other stakeholders is always there ready to support you. Always think of long term association when you are with Amazon.",Haven't seen any during my two and half month journey yet...,"May 17, 2022 ",Calcutta, Workforce Staffing Lead
469,469,Great place to work,"May 31, 2022 - Content Reviewer in Bangalore",4,Superiors and managers are amazing and helpful to all new hires,Pay could be better for freshers.,"May 31, 2022 ",Bangalore, Content Reviewer
470,470,CS ASSOCIATE,"May 31, 2022 - CS ASSOCIATE(C) in Bangalore",4,Work environment and work life balance,Pay rate is less here,"May 31, 2022 ",Bangalore, CS ASSOCIATE(C)
471,471,Good place to work at,"May 31, 2022 - Senior Catalog Associate in Chennai",4,"Good work culture, excellent leave policies and overall a great place to work in",People who are starting from L2 are paid less when compared to others who gets hired for the same level.,"May 31, 2022 ",Chennai, Senior Catalog Associate
472,472,Good work culture,"May 31, 2022 - Software Engineer in Bangalore",4,Professional and supportive team members,Management was not very strong,"May 31, 2022 ",Bangalore, Software Engineer
473,473,Good,"May 31, 2022 - Search and Rescue in Noida",4,Work life balance Good work culture,Need better management policy .,"May 31, 2022 ",Noida, Search and Rescue
474,474,Quality Analyst,"May 31, 2022 - Quality Analyst in Chennai",4,Good team to work with,Overtime needed sometime because of small team,"May 31, 2022 ",Chennai, Quality Analyst
475,475,Amazon,"May 31, 2022 - Senior Compliance Associate in Pune",4,Work culture is very good and friendly,"Daily Targets and are high. If not achieved, warning will be sent monthly.","May 31, 2022 ",Pune, Senior Compliance Associate
476,476,Work Life Balance is 0,"May 31, 2022 - Senior Category Manager in Bangalore",3,Salary is competent as compared to the market,Forget about your personal life,"May 31, 2022 ",Bangalore, Senior Category Manager
477,477,Trms with bri department,"May 15, 2022 - Transactional Risk Investigator in Hyderābād",5,Good Work culture Supportive management Fun activities,Can be pressurized into doing overtime when business requirement is high,"May 15, 2022 ",Hyderābād, Transactional Risk Investigator
478,478,Good,"May 16, 2022 - Software Development Engineer III in Hyderābād",5,Very good work life valanc,No cons as such. Very good,"May 16, 2022 ",Hyderābād, Software Development Engineer III
479,479,Great place to work. Ownership driven company,"May 16, 2022 - Senior Investigation Specialist in Bangalore",5,"Lots of employee benefits, constant support, lot of opportunities to switch via IJPs, great work life balance as of now.",Some operations work can be monotonous and boring. Amazon is totally ownership driven company. No one will help you in improving your skills you will have to learn things by yourself and showcase your skills else you will remain stuck in the comfort zone of just meeting matrices and taking away salary,"May 16, 2022 ",Bangalore, Senior Investigation Specialist
480,480,Nothing,"May 16, 2022 - Investigation Specialist in Hyderābād",5,"Good place to work, Supportive environment.","Managers are not good, some are political","May 16, 2022 ",Hyderābād, Investigation Specialist
481,481,Best work life experience,"May 16, 2022 - Catalog Specialist in Hyderābād",5,Better work culture Low pressure of work High pay scale Flexible shifts,Interview process takes more time and can be done better,"May 16, 2022 ",Hyderābād, Catalog Specialist
482,482,Nonw,"May 16, 2022 - Business Operations Specialist in Hyderābād",5,"Very good company, salary is good",we do have to extend our work on regular basis,"May 16, 2022 ",Hyderābād, Business Operations Specialist
483,483,An excellent and talented data analyst with skills that can be a mutual benefit.,"May 16, 2022 - in Hyderābād",5,A very good and unbiased working environment with a vast diversity of colleagues who help each other learn new things and grow.,"The metrics are very high, meeting and maintaining them makes it challenging as well as interesting.","May 16, 2022 ",Hyderābād,
484,484,Great company for hardworking people,"May 16, 2022 - Catalog Operations Manager in Bangalore",5,1. Empowers you to carry out your ideas 2. Get to work with super smart people 3. Truly believes and follows the leadership principles 4. Easy reachable leadership team,"Need to dedicate a lot of time, probably X2 times of a traditional company","May 16, 2022 ",Bangalore, Catalog Operations Manager
485,485,Great company with good salary.,"May 16, 2022 - Software Development Engineer I in Bangalore",5,"Always day 1 culture is followed, due to which you will have a lots of scope to up skill yourself. Good projects are given and your work will impact millions of people around the world.",Sometimes you can have more work to do. Depends upon person to person how you handle your daily routine.,"May 16, 2022 ",Bangalore, Software Development Engineer I
486,486,Great work culture,"May 29, 2022 - ML Data Associate-1 in Hyderābād",4,Very good place to work Good people Good amenities,Tiring work. Feels like the mundane everyday work.,"May 29, 2022 ",None, ML Data Associate
487,487,A place where you can imagine yourself working for a greater purpose..,"May 30, 2022 - Financial Analyst in Bangalore",4,#NAME?,"Don't have time to think about cons.. Fortunate enough to have got an opportunity to work for a prestigious, strong brand like Amazon. There will be few things in terms of HR policy, compensation, designation, promotions, etc. which won't be as per expectations, but its not a deal breaker.","May 30, 2022 ",Bangalore, Financial Analyst
488,488,Could be better,"May 30, 2022 - Technical Account Manager in Hyderābād",4,"I have worked with 4 companies in my 7 year work experience and I returned to Amazon for it flexibility of Internal job movement, but it is not as smooth as it used to be few year ago.","Stagnation: Many roles in Amazon are becoming stagnant Culture: From my experience of 3 years 9 months Amazon work culture has deteriorated, Initially it used to be a perfect balance(work/fun/growth/communication/beyond work friends), but lately the atmosphere has become competitive and 'just about work'","May 30, 2022 ",Hyderābād, Technical Account Manager
489,489,Good work life balance,"May 30, 2022 - Customer Service Associate in Noida",4,#NAME?,#NAME?,"May 30, 2022 ",Noida, Customer Service Associate
490,490,Good to go,"May 30, 2022 - Associate in Jaipur, Rajasthan",4,Amazon in your cv is a must for your future.,No time for life and personal stuff.,"May 30, 2022 ","Jaipur, Rajasthan", Associate
491,491,Good Company,"May 30, 2022 - Customer Service Representative in Pune",4,"benefits offered, Salary above Avg, Culture",Less Growth as many people for same profile,"May 30, 2022 ",Pune, Customer Service Representative
492,492,Great compqny,"May 30, 2022 - Senior Associate in Bangalore",4,Good culture and work life balance,Bad growth in terms of promotion,"May 30, 2022 ",Bangalore, Senior Associate
493,493,Product safety document review. Senior Associate,"May 31, 2022 - Senior Compliance Associate (L3) in Bangalore",2,Fine salary hike in the last appraisal. Friendly atmosphere,i am working in product safety doc review team. Managers introducing useless tools to get promotion. Increased work pressure. Micro management.,"May 31, 2022 ",Bangalore, Senior Compliance Associate (L3)
494,494,"Toxic culture, very fast pace environment","May 30, 2022 - Anonymous Employee in Bangalore",3,Responsibilities and scope to grow,"Long work hours, work on weekends, still performance not satisfactory to seniors","May 30, 2022 ",Bangalore, Anonymous Employee
495,495,Good,"May 15, 2022 - Amazon Vcs in Mangalore",5,Good company to work with,Its the best tech support company,"May 15, 2022 ",Mangalore, Amazon Vcs
496,496,Good place to work,"May 15, 2022 - Customer Service Associate in Mumbai",5,Amazing place and good job role,None I had no issues,"May 15, 2022 ",Mumbai, Customer Service Associate
497,497,Amazing team to work,"May 15, 2022 - Software Development Engineer (SDE) II in Gurgaon, Haryana",5,"Depends on team to team, but I have a great team Great growth opportunity",No extra perks Compensation low as compared to other similar porduct companies like MAANG,"May 15, 2022 ","Gurgaon, Haryana", Software Development Engineer (SDE) II
498,498,work on interesting challenges,"May 29, 2022 - Program Manager in Hyderābād",4,"good pay, amazing smart colleagues and leadership",work life balance and transparency in promotions,"May 29, 2022 ",Hyderābād, Program Manager
499,499,Good,"May 29, 2022 - AVOC Associate in Bangalore",4,Better culture around the people,Salary hike could be better,"May 29, 2022 ",Bangalore, AVOC Associate
500,500,Best Organization as per my experience,"May 29, 2022 - SDS Associate in Calcutta",4,Working profile and Working environment.,Package and the Shift Management could have been better.,"May 29, 2022 ",Calcutta, SDS Associate
501,501,Good work,"May 29, 2022 - BIE Amazon in Bangalore",4,Fast passed work can lead to growth,Work life balance becomes difficult,"May 29, 2022 ",Bangalore, BIE Amazon
502,502,Amazon CSA,"May 30, 2022 - Customer Service Agent in Pune",2,Exact 8 hrs of working,rotational weekoff and target setting,"May 30, 2022 ",Pune, Customer Service Agent
503,503,Focus on work and not optics,"May 29, 2022 - Senior Program Manager in Bangalore",3,1. Good work life balance 2. Great pay scale,1. Leaders are agressive and sometimes meam 2. Doc writing and weekly reviews take an undue share of your time 3. Promotions are dependent on managers,"May 29, 2022 ",Bangalore, Senior Program Manager
504,504,Bin,"May 13, 2022 - Auditor in New Delhi",5,Best company to work with,You will not leave this,"May 13, 2022 ",New Delhi, Auditor
505,505,superb,"May 13, 2022 - TRON SME- L3 in Hyderābād",5,everything is great at Amazon.,There is nothing to share about negatives,"May 13, 2022 ",None, TRON SME
506,506,Best company to work,"May 13, 2022 - Transaction Risk Investigator in Hyderābād",5,Very friendly environment and great place to work,Nothing every thing is well managed,"May 13, 2022 ",Hyderābād, Transaction Risk Investigator
507,507,Nothing,"May 13, 2022 - Senior Process Associate in Bangalore",5,Always cool place to work,Nothing much dont have any,"May 13, 2022 ",Bangalore, Senior Process Associate
508,508,good,"May 27, 2022 - Retail Associate in Chen",4,nice place to work and good benefits.,low pay and hike is also very less,"May 27, 2022 ",Chen, Retail Associate
509,509,Good,"May 27, 2022 - Software Development Engineer (SDE) in Hyderābād",4,great infrastructure and work environment,i can't find any cons,"May 27, 2022 ",Hyderābād, Software Development Engineer (SDE)
510,510,Best Organization as per my experience,"May 29, 2022 - SDS Associate in Calcutta",4,Working profile and Working environment.,Package and the Shift Management could have been better.,"May 29, 2022 ",Calcutta, SDS Associate
511,511,Good work,"May 29, 2022 - BIE Amazon in Bangalore",4,Fast passed work can lead to growth,Work life balance becomes difficult,"May 29, 2022 ",Bangalore, BIE Amazon
512,512,Amazon CSA,"May 30, 2022 - Customer Service Agent in Pune",2,Exact 8 hrs of working,rotational weekoff and target setting,"May 30, 2022 ",Pune, Customer Service Agent
513,513,Focus on work and not optics,"May 29, 2022 - Senior Program Manager in Bangalore",3,1. Good work life balance 2. Great pay scale,1. Leaders are agressive and sometimes meam 2. Doc writing and weekly reviews take an undue share of your time 3. Promotions are dependent on managers,"May 29, 2022 ",Bangalore, Senior Program Manager
514,514,Bin,"May 13, 2022 - Auditor in New Delhi",5,Best company to work with,You will not leave this,"May 13, 2022 ",New Delhi, Auditor
515,515,superb,"May 13, 2022 - TRON SME- L3 in Hyderābād",5,everything is great at Amazon.,There is nothing to share about negatives,"May 13, 2022 ",None, TRON SME
516,516,Best company to work,"May 13, 2022 - Transaction Risk Investigator in Hyderābād",5,Very friendly environment and great place to work,Nothing every thing is well managed,"May 13, 2022 ",Hyderābād, Transaction Risk Investigator
517,517,Nothing,"May 13, 2022 - Senior Process Associate in Bangalore",5,Always cool place to work,Nothing much dont have any,"May 13, 2022 ",Bangalore, Senior Process Associate
518,518,good,"May 27, 2022 - Retail Associate in Chen",4,nice place to work and good benefits.,low pay and hike is also very less,"May 27, 2022 ",Chen, Retail Associate
519,519,Good,"May 27, 2022 - Software Development Engineer (SDE) in Hyderābād",4,great infrastructure and work environment,i can't find any cons,"May 27, 2022 ",Hyderābād, Software Development Engineer (SDE)
520,520,Grt place to work,"May 12, 2022 - Senior Program Manager in Bangalore",5,Learnings deep dives massive horizon to explore good compensation,Hectic work life balance stress,"May 12, 2022 ",Bangalore, Senior Program Manager
521,521,Great company,"May 12, 2022 - Sps Associate in Hyderābād",5,"Flexibility , Benefits, Good work environment",Nothings as such that I'd like to mention,"May 12, 2022 ",Hyderābād, Sps Associate
522,522,Nothing,"May 12, 2022 - Customer Service Associate in Pune",5,Good Work Environment. Top-notch perks and goodies.,Rational Shifts. (After every 6 months),"May 12, 2022 ",Pune, Customer Service Associate
523,523,Awesome company to work,"May 12, 2022 - Senior Associate in Bangalore",5,Benefits and work environment and good work life balance,Nothing as such apart from some teams salary,"May 12, 2022 ",Bangalore, Senior Associate
524,524,Great place to work at!,"May 12, 2022 - Recruiter in Bangalore",5,Its been a great experience. Interviews were scheduled so quickly and the feedback was given on the next day itself. Offer release process was also very quick.,So far so good - None,"May 12, 2022 ",Bangalore, Recruiter
525,525,Good,"May 12, 2022 - Financial Analyst in New Delhi",5,Amazon provides the best work experience Work culture is extremely good,It's recruitment takes a lot of time,"May 12, 2022 ",New Delhi, Financial Analyst
526,526,Great work environment,"May 12, 2022 - Account Manager in Hyderābād",5,Great environment to grow and learn,Delayed promotions due to management alignment,"May 12, 2022 ",Hyderābād, Account Manager
527,527,Transaction Risk Investigator,"May 12, 2022 - Transaction Risk Investigator in Hyderābād",5,Everthing is great place to work,no cons as far now only thing is salary,"May 12, 2022 ",Hyderābād, Transaction Risk Investigator
528,528,Work as a RC associate,"May 26, 2022 - VBI-RC Associate in Calcutta",4,Salary Work from home Good environment,Boring process Night shifts can make your insomniac,"May 26, 2022 ",None, VBI
529,529,Good work environment,"May 26, 2022 - Risk Analyst in Hyderābād",4,Decent payscale work life balance,Nothing much to learn in this job role,"May 26, 2022 ",Hyderābād, Risk Analyst
530,530,Work,"May 26, 2022 - Test Engineer in Chennai",4,Very peaceful environment Good work life balance,Slow growth No opportunity Low salary No guidance,"May 26, 2022 ",Chennai, Test Engineer
531,531,Average Work life balance,"May 27, 2022 - SDE1 Entry in Bangalore",2,Offer a very good compensation,The work life balance is poor specially in aws teams.,"May 27, 2022 ",Bangalore, SDE1 Entry
532,532,Dont expect a lot from the role,"May 26, 2022 - Programmer Analyst in Bangalore",3,"Good Workplace, decent tech stack, Decent Work life balance, Good benefits",Work in the role is not as interesting. You will be treated as support team and given tasks that SDEs think are beneath them.,"May 26, 2022 ",Bangalore, Programmer Analyst
533,533,Average,"May 26, 2022 - Senior Java Developer in Noida",3,Good salary Nice projects Learning Work station,Politics Average hike No work life balance,"May 26, 2022 ",Noida, Senior Java Developer
534,534,great learning graph,"May 26, 2022 - SDE-2 Backend in Bangalore",3,exposure to the updated tech stack,work-life balance would be at stack,"May 26, 2022 ",None, SDE
535,535,Digital Associate Review,"May 26, 2022 - Digital Associate in Chennai",3,This job has high work/life balance. Fixed Shift.,No must benefits. No must compensation.,"May 26, 2022 ",Chennai, Digital Associate
536,536,Best org to be part of your career,"May 11, 2022 - Senior Applications Engineer in Chennai",5,"1. Everything is documented - Right from interviews until you are onboarded to the team, you have every detail available with you. 2. A lot of internal tools each serving specific purpose - This makes your life easier. 3. Competitive salary. 4. Apart from salary, employees are entitled to lot of Benefits. 5. Team members and manager(s) are very supportive 6. There is a reason why #FAANG culture stands out. And I am now experiencing it. Aweeeeeesomeeeee!",1. Remembering which tool to use at what situation is sometimes overwhelming. Bookmarking them could solve this.,"May 11, 2022 ",Chennai, Senior Applications Engineer
537,537,Satisfactory,"May 11, 2022 - Software Engineer in Pune",5,You get good opportunity to learn a lot,"no cons, seems to be all good","May 11, 2022 ",Pune, Software Engineer
538,538,Best Place to work,"May 11, 2022 - Program Manager in Bangalore",5,Too many things to learn Great opportunities,Work life balance goes for a toss at times,"May 11, 2022 ",Bangalore, Program Manager
539,539,Review,"May 11, 2022 - Catalog Associate FR in Bangalore",5,"Amazon is the fastest growing company in the world. The way Amazon values its customers, Where the growth of its customers is directly proportional to the growth of the company is inspiring. The training sessions are designed in such a way that one is equipped with all types of information and resources. Amazon is in consistent process of inventing better, bold innovation and thinking for the long term. And as it says it's still day 1 at amazon, amazon strives to deeply understand its customers, simultaneously motivating it's team to always be curious and experimental.",None. There is no cons about this company.,"May 11, 2022 ",Bangalore, Catalog Associate FR
540,540,Great culture and bunch of opportunities to grow,"May 10, 2022 - Transaction Risk Investigator (TRMS) in Bangalore",5,"Competitive salary, Growth opportunities, Brand culture","None, if you get a great team to work with!","May 10, 2022 ",Bangalore, Transaction Risk Investigator (TRMS)
541,541,My Experience with Amazon,"May 23, 2022 - Manager Operations in Hyderābād",4,You will get to learn a lot from the best brains. Pay perks are good,"In a few departments, there is no work-life balance and a lot of work harassment which led people to resign. No support from HR","May 23, 2022 ",Hyderābād, Manager Operations
542,542,Great company to work,"May 24, 2022 - Microsite Associate in Hyderābād",4,"Work culture, Challenges, Perks at work, Events , post peak parties","metrics, performance plans, slow growth, hike problem","May 24, 2022 ",Hyderābād, Microsite Associate
543,543,One of the best employers,"May 24, 2022 - Selling Partner Support Associate in Noida",4,#NAME?,#NAME?,"May 24, 2022 ",Noida, Selling Partner Support Associate
544,544,Learn professionalism,"May 24, 2022 - Automation Analyst in Chennai",4,"We could definitely learn job, technology, professionalism, handling pressure and more, bit challenging at early stages.",Work pressure might stress at times is caution high,"May 24, 2022 ",Chennai, Automation Analyst
545,545,Excellent,"May 24, 2022 - Senior Data Scientist in Bangalore",4,Handsome pay and too much challenging,poor work life balance and no holidays on max weekends.,"May 24, 2022 ",Bangalore, Senior Data Scientist
546,546,Not a good place to work,"May 24, 2022 - SDE-2 in Hyderābād",2,Nothing is good at amazon,"- No work life balance - Everything is driven by leadership only, you can't make decision. If you'll provide any true feedback, you'll get diplomatic answer only from leadership. - Everything is measured in quantity not in quality. Like: how many projects have you delivered, how many tickets have you resolved. No one focuses on quality of work delivered. - Everything will be given to you even the work is not in your domain. If you won't do you are not an owner. Lol.","May 24, 2022 ",None, SDE
547,547,Superb,"May 24, 2022 - Transportation Specialist in Hyderābād",4,Friendly nature Day 1 Good frndss Good perks Good bathroom,Over time No proper training Rest Is Ok,"May 24, 2022 ",Hyderābād, Transportation Specialist
548,548,Good learning,"May 24, 2022 - SDE 1 in Bangalore",4,Good learning for me Great team,Not much perks Sometimes you need to push,"May 24, 2022 ",Bangalore, SDE 1
549,549,Great work culture,"May 24, 2022 - Customer Service Representative in Hyderābād",4,Work Life balance is great Good pay,Not found any as of now,"May 24, 2022 ",Hyderābād, Customer Service Representative
550,550,Ruining employees career,"Jun 14, 2022 - Digital Associate in Chennai",1,No pros except work environment,Partiality between employees... Forming groupism and the internal politics is a total disaster ... I would never recomend this role at amazon... Managing people in this domain are ruining company's reputation,"Jun 14, 2022 ",Chennai, Digital Associate
551,551,Great job for work life balance,"May 6, 2022 - Device Associate in Chennai",5,#NAME?,#NAME?,"May 6, 2022 ",Chennai, Device Associate
552,552,No Growth Opportunity | Work Politics in Compliance Operations,"May 24, 2022 - Senior Associate Product Compliance in Pune",3,Work Culture in other process apart from Compliance Operations is great!,Work Politics Favoritism Stringent Growth Patter - It takes a lottttt to get promoted in compliance operations Some managers do lot of micromanagement,"May 24, 2022 ",Pune, Senior Associate Product Compliance
553,553,A good place to work as well a good place stess out,"May 24, 2022 - Quality Specialist in Hyderābād",3,You get paid on time,You really don't understand what you're doing and feel stagnant,"May 24, 2022 ",Hyderābād, Quality Specialist
554,554,Best company to start your carrer,"May 8, 2022 - Associate in Greater Noida",5,Amazing company to start and grow your carrer,Literally no cons if you are working in Amazon,"May 8, 2022 ",Greater Noida, Associate
555,555,I want job,"May 9, 2022 - Picker/Packer in Thiruvalla",5,The best amazon in India,Good work in company in amazon,"May 9, 2022 ",Thiruvalla, Picker/Packer
556,556,Best of all time,"May 9, 2022 - Program Manager WFM in Hyderābād",5,Good Environment Supportive Managers & Peers Healthy Lifestype Good Worklife balance,"There is little bit work pressure, Tight deadlines.","May 9, 2022 ",Hyderābād, Program Manager WFM
557,557,Recruiting services,"May 9, 2022 - Senior Associate in Hyderābād",5,Best company to work anytime,Nothing from my end all is well,"May 9, 2022 ",Hyderābād, Senior Associate
558,558,Good,"May 9, 2022 - Quality Analyst in Bangalore",5,Good work life balance with decent salary.,"Not much, just salary can be a bit more.","May 9, 2022 ",Bangalore, Quality Analyst
559,559,Sr prod compliance,"May 9, 2022 - Prod Compliance Senior Associate in Bangalore",5,Best place to work. Values their employees,None they are good in all aspects,"May 9, 2022 ",Bangalore, Prod Compliance Senior Associate
560,560,Ml data associate,"May 9, 2022 - ML Data Associate-1 in Hyderābād",5,"Good work environment, good growth",No cons I'm sattisfied with my job,"May 9, 2022 ",None, ML Data Associate
561,561,Ocean of Opportunities,"May 9, 2022 - Cloud Support Engineer I in Bangalore",5,#NAME?,#NAME?,"May 9, 2022 ",Bangalore, Cloud Support Engineer I
562,562,Best office environment,"May 23, 2022 - Customer Service Associate (CSA) in Pune",4,Good work culture and amenities.,The management is really slow in decision-making process.,"May 23, 2022 ",Pune, Customer Service Associate (CSA)
563,563,Shipping and Delivery Support,"May 23, 2022 - Associate in Calcutta",4,Great Culture and supportive environment.,High Work pressure and low growth,"May 23, 2022 ",Calcutta, Associate
564,564,I had the best experience in Amazon,"May 23, 2022 - Quality Specialist in Hyderābād",4,"flexible timings, supportive management, timely salary, leave policy, maternity benefits","skill development, less growth, monotonous work","May 23, 2022 ",Hyderābād, Quality Specialist
565,565,"Data engineer II , Amazing Amazon","May 20, 2022 - in Chennai",4,"Amazing on-boarding experience. you will get 3 months to get settled with well documented task and training that you need to understand how Amazon works. Big Pay check ✅ inclusion of Base pay, Bonus(first 2 years of joining) and RSU(Amazon stocks). You will get chance to work with talented and supporting individuals team members. Learning and Growth.","Though Amazon striving to be Best employee centric company.However Work life balance can be improved little bit ,it's not because manager asked to strech.Its because you will do it and things moves fast in Amazon. Base pay could have been better and try to negotiate with base pay whenever you are negotiating.","May 20, 2022 ",Chennai,
566,566,Salary,"May 8, 2022 - Software Developer in Hyderābād",5,Flexibilty Work From Home Training Nice Work Culture Diversity,work burden at some times but can be managed,"May 8, 2022 ",Hyderābād, Software Developer
567,567,A,"May 8, 2022 - Program Manager in New Delhi",5,Good company to work for,Increments are on the lower side,"May 8, 2022 ",New Delhi, Program Manager
568,568,A good work environment,"May 8, 2022 - Transportation Specialist in Hyderābād",5,Work culture and ethics are good.,Unless you are in tech side of job world it doesn’t pay as much as expected but you can rise through.,"May 8, 2022 ",Hyderābād, Transportation Specialist
569,569,Job,"May 22, 2022 - Training Specialist in Calcutta",4,Good one for work from home,No such Cons. 24*7 shift,"May 22, 2022 ",Calcutta, Training Specialist
570,570,Mixed,"May 22, 2022 - Customer Service Representative in Hyderābād",4,Good salary for fresher u,Weak management and workload is really high on customer service,"May 22, 2022 ",Hyderābād, Customer Service Representative
571,571,One of the best but not for L2 s in CS,"May 22, 2022 - Customer Service Representative in Hyderābād",4,"Best place to work for but the promotions are a little beyond your limits,",you need to be very lucky to crack those. No hard work nothing.,"May 22, 2022 ",Hyderābād, Customer Service Representative
572,572,Suitable for people who could adjust and tolerance,"May 19, 2022 - in Chennai",4,* Extremely good pay * Great learning and moving projects in certain orgs * Intelligent and friendly peers/manager in my team,* Have very defined processes and lack scope of innovation in well built/old organizations * Devices org/Alexa/Kindle in Indian teams does not have a challenging charter .Kind of boring projects and high OE * Oncall sucks on past 1 year almost woken up around 22 days on 2 am-3am for attending OE items.OE load is quite high on some teams.,"May 19, 2022 ",Chennai,
573,573,Good work environment but low pay,"May 22, 2022 - Content Reviewer in Bangalore",3,1. Team involvement 2. individuality 3. ideas are welcomed,"1. Low salary for freshers, which is not expected from a company as big as amazon. Some startups are paying better with same work environment.","May 22, 2022 ",Bangalore, Content Reviewer
574,574,Good but no growth,"May 22, 2022 - Customer Service Associate in Hyderābād",3,Salary and other benefits or allowances,No growth at all. No IJPs or No option to switch jobs,"May 22, 2022 ",Hyderābād, Customer Service Associate
575,575,Best workplace,"May 7, 2022 - CSA - Customer Service Associate in Coimbatore",5,#NAME?,#NAME?,"May 7, 2022 ",None, CSA 
576,576,exleclent app,"May 7, 2022 - in Hyderābād",5,excellent and largest seller Amazon,i have accepted challenges Amazon,"May 7, 2022 ",Hyderābād,
577,577,worklife balance,"May 7, 2022 - Anonymous Employee in Coimbatore",5,"i feel amazon is the best place i worked ever. it give more opportunity to improve myself because of work life balance, great work culture","i dont feel any bad from my side, everything seems good.","May 7, 2022 ",Coimbatore, Anonymous Employee
578,578,.,"May 7, 2022 - Program Manager I in Hyderābād",5,Always awesome with employee relations,Not yet found any cons.,"May 7, 2022 ",Hyderābād, Program Manager I
579,579,like to work because it is a booming industry and it's gives me great opportunity,"May 21, 2022 - in New Delhi",4,"booming industry,good opportunity,work from home,",learn new things and good opportunity,"May 21, 2022 ",New Delhi,
580,580,Awesome,"May 21, 2022 - Software Development Engineer (SDE) in Gurgaon, Haryana",4,The work culture is excellent,No such downsides to the company,"May 21, 2022 ","Gurgaon, Haryana", Software Development Engineer (SDE)
581,581,Process associate- Retail,"May 21, 2022 - Process Associate in Chennai",4,Good work culture Good IT equipments provided,Repeated job Gets boring after few months,"May 21, 2022 ",Chennai, Process Associate
582,582,Vendor management,"May 18, 2022 - Seller Support Associate in Chennai",4,Can do OT and earn a lot. IJP is available,Need to maintain metrics through out.,"May 18, 2022 ",Chennai, Seller Support Associate
583,583,Good,"May 3, 2022 - Anonymous Employee in Bangalore",5,Working at Amazon is good,I haven't found any cons,"May 3, 2022 ",Bangalore, Anonymous Employee
584,584,Good for short term,"May 21, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",3,Work Timings are very flexible,Work pressure and targets are high,"May 21, 2022 ",Hyderābād, Transaction Risk Investigator (TRMS)
585,585,Great place to work,"May 5, 2022 - WFS Staffing Lead in Mumbai",5,Best knowledge gaining enterprise Process oriented Specified role and responsibilities,None as of now things are pretty good,"May 5, 2022 ",Mumbai, WFS Staffing Lead
586,586,-,"May 6, 2022 - Catalog Associate in Bangalore",5,It’s is a Good company to grow,I don’t have anything to say,"May 6, 2022 ",Bangalore, Catalog Associate
587,587,Love it here,"May 6, 2022 - Cloud Support Engineer in Bangalore",5,"Good work hours, no night shifts, heavy paycheck",sometimes workload is hectic and can be stressful,"May 6, 2022 ",Bangalore, Cloud Support Engineer
