,Unnamed: 0,title,author_info,rating,pros,cons
484,484,Great company for hardworking people,"May 16, 2022 - Catalog Operations Manager in Bangalore",5,"['empowers', 'carry', 'ideas', 'get', 'work', 'super', 'smart', 'people', 'truly', 'believes', 'follows', 'leadership', 'principles', 'easy', 'reachable', 'team']","['need', 'dedicate', 'lot', 'time', 'probably', 'times', 'traditional', 'company']"
485,485,Great company with good salary.,"May 16, 2022 - Software Development Engineer I in Bangalore",5,"['always', 'day', 'culture', 'followed', 'due', 'lots', 'scope', 'skill', 'good', 'projects', 'given', 'work', 'impact', 'millions', 'people', 'around', 'world']","['sometimes', 'work', 'depends', 'upon', 'person', 'handle', 'daily', 'routine']"
486,486,Great work culture,"May 29, 2022 - ML Data Associate-1 in Hyderābād",4,"['good', 'place', 'work', 'people', 'amenities']","['tiring', 'work', 'feels', 'like', 'mundane', 'everyday']"
487,487,A place where you can imagine yourself working for a greater purpose..,"May 30, 2022 - Financial Analyst in Bangalore",4,['name'],"['time', 'think', 'cons', 'fortunate', 'enough', 'got', 'opportunity', 'work', 'prestigious', 'strong', 'brand', 'like', 'amazon', 'things', 'terms', 'hr', 'policy', 'compensation', 'designation', 'promotions', 'etc', 'wo', 'per', 'expectations', 'deal', 'breaker']"
488,488,Could be better,"May 30, 2022 - Technical Account Manager in Hyderābād",4,"['worked', 'companies', 'year', 'work', 'experience', 'returned', 'amazon', 'flexibility', 'internal', 'job', 'movement', 'smooth', 'used', 'ago']","['stagnation', 'many', 'roles', 'amazon', 'becoming', 'stagnant', 'culture', 'experience', 'years', 'months', 'work', 'deteriorated', 'initially', 'used', 'perfect', 'balance', 'friends', 'lately', 'atmosphere', 'become', 'competitive']"
489,489,Good work life balance,"May 30, 2022 - Customer Service Associate in Noida",4,['name'],['name']
490,490,Good to go,"May 30, 2022 - Associate in Jaipur, Rajasthan",4,"['amazon', 'cv', 'must', 'future']","['time', 'life', 'personal', 'stuff']"
491,491,Good Company,"May 30, 2022 - Customer Service Representative in Pune",4,"['benefits', 'offered', 'salary', 'avg', 'culture']","['less', 'growth', 'many', 'people', 'profile']"
492,492,Great compqny,"May 30, 2022 - Senior Associate in Bangalore",4,"['good', 'culture', 'work', 'life', 'balance']","['bad', 'growth', 'terms', 'promotion']"
493,493,Product safety document review. Senior Associate,"May 31, 2022 - Senior Compliance Associate (L3) in Bangalore",2,"['fine', 'salary', 'hike', 'last', 'appraisal', 'friendly', 'atmosphere']","['working', 'product', 'safety', 'doc', 'review', 'team', 'managers', 'introducing', 'useless', 'tools', 'get', 'promotion', 'increased', 'work', 'pressure', 'micro', 'management']"
494,494,"Toxic culture, very fast pace environment","May 30, 2022 - Anonymous Employee in Bangalore",3,"['responsibilities', 'scope', 'grow']","['long', 'work', 'hours', 'weekends', 'still', 'performance', 'satisfactory', 'seniors']"
495,495,Good,"May 15, 2022 - Amazon Vcs in Mangalore",5,"['good', 'company', 'work']","['best', 'tech', 'support', 'company']"
496,496,Good place to work,"May 15, 2022 - Customer Service Associate in Mumbai",5,"['amazing', 'place', 'good', 'job', 'role']","['none', 'issues']"
497,497,Amazing team to work,"May 15, 2022 - Software Development Engineer (SDE) II in Gurgaon, Haryana",5,"['depends', 'team', 'great', 'growth', 'opportunity']","['extra', 'perks', 'compensation', 'low', 'compared', 'similar', 'porduct', 'companies', 'like', 'maang']"
498,498,work on interesting challenges,"May 29, 2022 - Program Manager in Hyderābād",4,"['good', 'pay', 'amazing', 'smart', 'colleagues', 'leadership']","['work', 'life', 'balance', 'transparency', 'promotions']"
499,499,Good,"May 29, 2022 - AVOC Associate in Bangalore",4,"['better', 'culture', 'around', 'people']","['salary', 'hike', 'could', 'better']"
500,500,Best Organization as per my experience,"May 29, 2022 - SDS Associate in Calcutta",4,"['working', 'profile', 'environment']","['package', 'shift', 'management', 'could', 'better']"
501,501,Good work,"May 29, 2022 - BIE Amazon in Bangalore",4,"['fast', 'passed', 'work', 'lead', 'growth']","['work', 'life', 'balance', 'becomes', 'difficult']"
502,502,Amazon CSA,"May 30, 2022 - Customer Service Agent in Pune",2,"['exact', 'hrs', 'working']","['rotational', 'weekoff', 'target', 'setting']"
503,503,Focus on work and not optics,"May 29, 2022 - Senior Program Manager in Bangalore",3,"['good', 'work', 'life', 'balance', 'great', 'pay', 'scale']","['leaders', 'agressive', 'sometimes', 'meam', 'doc', 'writing', 'weekly', 'reviews', 'take', 'undue', 'share', 'time', 'promotions', 'dependent', 'managers']"
504,504,Bin,"May 13, 2022 - Auditor in New Delhi",5,"['best', 'company', 'work']",['leave']
505,505,superb,"May 13, 2022 - TRON SME- L3 in Hyderābād",5,"['everything', 'great', 'amazon']","['nothing', 'share', 'negatives']"
506,506,Best company to work,"May 13, 2022 - Transaction Risk Investigator in Hyderābād",5,"['friendly', 'environment', 'great', 'place', 'work']","['nothing', 'every', 'thing', 'well', 'managed']"
507,507,,"May 13, 2022 - Senior Process Associate in Bangalore",5,"['always', 'cool', 'place', 'work']","['nothing', 'much', 'dont']"
508,508,good,"May 27, 2022 - Retail Associate in Chen",4,"['nice', 'place', 'work', 'good', 'benefits']","['low', 'pay', 'hike', 'also', 'less']"
509,509,Good,"May 27, 2022 - Software Development Engineer (SDE) in Hyderābād",4,"['great', 'infrastructure', 'work', 'environment']","['ca', 'find', 'cons']"
510,510,Best Organization as per my experience,"May 29, 2022 - SDS Associate in Calcutta",4,"['working', 'profile', 'environment']","['package', 'shift', 'management', 'could', 'better']"
511,511,Good work,"May 29, 2022 - BIE Amazon in Bangalore",4,"['fast', 'passed', 'work', 'lead', 'growth']","['work', 'life', 'balance', 'becomes', 'difficult']"
512,512,Amazon CSA,"May 30, 2022 - Customer Service Agent in Pune",2,"['exact', 'hrs', 'working']","['rotational', 'weekoff', 'target', 'setting']"
513,513,Focus on work and not optics,"May 29, 2022 - Senior Program Manager in Bangalore",3,"['good', 'work', 'life', 'balance', 'great', 'pay', 'scale']","['leaders', 'agressive', 'sometimes', 'meam', 'doc', 'writing', 'weekly', 'reviews', 'take', 'undue', 'share', 'time', 'promotions', 'dependent', 'managers']"
514,514,Bin,"May 13, 2022 - Auditor in New Delhi",5,"['best', 'company', 'work']",['leave']
515,515,superb,"May 13, 2022 - TRON SME- L3 in Hyderābād",5,"['everything', 'great', 'amazon']","['nothing', 'share', 'negatives']"
516,516,Best company to work,"May 13, 2022 - Transaction Risk Investigator in Hyderābād",5,"['friendly', 'environment', 'great', 'place', 'work']","['nothing', 'every', 'thing', 'well', 'managed']"
517,517,,"May 13, 2022 - Senior Process Associate in Bangalore",5,"['always', 'cool', 'place', 'work']","['nothing', 'much', 'dont']"
518,518,good,"May 27, 2022 - Retail Associate in Chen",4,"['nice', 'place', 'work', 'good', 'benefits']","['low', 'pay', 'hike', 'also', 'less']"
519,519,Good,"May 27, 2022 - Software Development Engineer (SDE) in Hyderābād",4,"['great', 'infrastructure', 'work', 'environment']","['ca', 'find', 'cons']"
520,520,Grt place to work,"May 12, 2022 - Senior Program Manager in Bangalore",5,"['learnings', 'deep', 'dives', 'massive', 'horizon', 'explore', 'good', 'compensation']","['hectic', 'work', 'life', 'balance', 'stress']"
521,521,Great company,"May 12, 2022 - Sps Associate in Hyderābād",5,"['flexibility', 'benefits', 'good', 'work', 'environment']","['nothings', 'like', 'mention']"
522,522,,"May 12, 2022 - Customer Service Associate in Pune",5,"['good', 'work', 'environment', 'perks', 'goodies']","['rational', 'shifts', 'every', 'months']"
523,523,Awesome company to work,"May 12, 2022 - Senior Associate in Bangalore",5,"['benefits', 'work', 'environment', 'good', 'life', 'balance']","['nothing', 'apart', 'teams', 'salary']"
524,524,Great place to work at!,"May 12, 2022 - Recruiter in Bangalore",5,"['great', 'experience', 'interviews', 'scheduled', 'quickly', 'feedback', 'given', 'next', 'day', 'offer', 'release', 'process', 'also', 'quick']","['far', 'good', 'none']"
525,525,Good,"May 12, 2022 - Financial Analyst in New Delhi",5,"['amazon', 'provides', 'best', 'work', 'experience', 'culture', 'extremely', 'good']","['recruitment', 'takes', 'lot', 'time']"
526,526,Great work environment,"May 12, 2022 - Account Manager in Hyderābād",5,"['great', 'environment', 'grow', 'learn']","['delayed', 'promotions', 'due', 'management', 'alignment']"
527,527,Transaction Risk Investigator,"May 12, 2022 - Transaction Risk Investigator in Hyderābād",5,"['everthing', 'great', 'place', 'work']","['cons', 'far', 'thing', 'salary']"
528,528,Work as a RC associate,"May 26, 2022 - VBI-RC Associate in Calcutta",4,"['salary', 'work', 'home', 'good', 'environment']","['boring', 'process', 'night', 'shifts', 'make', 'insomniac']"
529,529,Good work environment,"May 26, 2022 - Risk Analyst in Hyderābād",4,"['decent', 'payscale', 'work', 'life', 'balance']","['nothing', 'much', 'learn', 'job', 'role']"
530,530,Work,"May 26, 2022 - Test Engineer in Chennai",4,"['peaceful', 'environment', 'good', 'work', 'life', 'balance']","['slow', 'growth', 'opportunity', 'low', 'salary', 'guidance']"
531,531,Average Work life balance,"May 27, 2022 - SDE1 Entry in Bangalore",2,"['offer', 'good', 'compensation']","['work', 'life', 'balance', 'poor', 'specially', 'aws', 'teams']"
532,532,Dont expect a lot from the role,"May 26, 2022 - Programmer Analyst in Bangalore",3,"['good', 'workplace', 'decent', 'tech', 'stack', 'work', 'life', 'balance', 'benefits']","['work', 'role', 'interesting', 'treated', 'support', 'team', 'given', 'tasks', 'sdes', 'think', 'beneath']"
533,533,Average,"May 26, 2022 - Senior Java Developer in Noida",3,"['good', 'salary', 'nice', 'projects', 'learning', 'work', 'station']","['politics', 'average', 'hike', 'work', 'life', 'balance']"
534,534,great learning graph,"May 26, 2022 - SDE-2 Backend in Bangalore",3,"['exposure', 'updated', 'tech', 'stack']","['balance', 'would', 'stack']"
535,535,Digital Associate Review,"May 26, 2022 - Digital Associate in Chennai",3,"['job', 'high', 'balance', 'fixed', 'shift']","['must', 'benefits', 'compensation']"
536,536,Best org to be part of your career,"May 11, 2022 - Senior Applications Engineer in Chennai",5,"['everything', 'documented', 'right', 'interviews', 'onboarded', 'team', 'every', 'detail', 'available', 'lot', 'internal', 'tools', 'serving', 'specific', 'purpose', 'makes', 'life', 'easier', 'competitive', 'salary', 'apart', 'employees', 'entitled', 'benefits', 'members', 'manager', 'supportive', 'reason', 'faang', 'culture', 'stands', 'experiencing', 'aweeeeeesomeeeee']","['remembering', 'tool', 'use', 'situation', 'sometimes', 'overwhelming', 'bookmarking', 'could', 'solve']"
537,537,Satisfactory,"May 11, 2022 - Software Engineer in Pune",5,"['get', 'good', 'opportunity', 'learn', 'lot']","['cons', 'seems', 'good']"
538,538,Best Place to work,"May 11, 2022 - Program Manager in Bangalore",5,"['many', 'things', 'learn', 'great', 'opportunities']","['work', 'life', 'balance', 'goes', 'toss', 'times']"
539,539,Review,"May 11, 2022 - Catalog Associate FR in Bangalore",5,"['amazon', 'fastest', 'growing', 'company', 'world', 'way', 'values', 'customers', 'growth', 'directly', 'proportional', 'inspiring', 'training', 'sessions', 'designed', 'one', 'equipped', 'types', 'information', 'resources', 'consistent', 'process', 'inventing', 'better', 'bold', 'innovation', 'thinking', 'long', 'term', 'says', 'still', 'day', 'strives', 'deeply', 'understand', 'simultaneously', 'motivating', 'team', 'always', 'curious', 'experimental']","['none', 'cons', 'company']"
540,540,Great culture and bunch of opportunities to grow,"May 10, 2022 - Transaction Risk Investigator (TRMS) in Bangalore",5,"['competitive', 'salary', 'growth', 'opportunities', 'brand', 'culture']","['none', 'get', 'great', 'team', 'work']"
541,541,My Experience with Amazon,"May 23, 2022 - Manager Operations in Hyderābād",4,"['get', 'learn', 'lot', 'best', 'brains', 'pay', 'perks', 'good']","['departments', 'balance', 'lot', 'work', 'harassment', 'led', 'people', 'resign', 'support', 'hr']"
542,542,Great company to work,"May 24, 2022 - Microsite Associate in Hyderābād",4,"['work', 'culture', 'challenges', 'perks', 'events', 'post', 'peak', 'parties']","['metrics', 'performance', 'plans', 'slow', 'growth', 'hike', 'problem']"
543,543,One of the best employers,"May 24, 2022 - Selling Partner Support Associate in Noida",4,['name'],['name']
544,544,Learn professionalism,"May 24, 2022 - Automation Analyst in Chennai",4,"['could', 'definitely', 'learn', 'job', 'technology', 'professionalism', 'handling', 'pressure', 'bit', 'challenging', 'early', 'stages']","['work', 'pressure', 'might', 'stress', 'times', 'caution', 'high']"
545,545,Excellent,"May 24, 2022 - Senior Data Scientist in Bangalore",4,"['handsome', 'pay', 'much', 'challenging']","['poor', 'work', 'life', 'balance', 'holidays', 'max', 'weekends']"
546,546,Not a good place to work,"May 24, 2022 - SDE-2 in Hyderābād",2,"['nothing', 'good', 'amazon']","['work', 'life', 'balance', 'everything', 'driven', 'leadership', 'ca', 'make', 'decision', 'provide', 'true', 'feedback', 'get', 'diplomatic', 'answer', 'measured', 'quantity', 'quality', 'like', 'many', 'projects', 'delivered', 'tickets', 'resolved', 'one', 'focuses', 'given', 'even', 'domain', 'wo', 'owner', 'lol']"
547,547,Superb,"May 24, 2022 - Transportation Specialist in Hyderābād",4,"['friendly', 'nature', 'day', 'good', 'frndss', 'perks', 'bathroom']","['time', 'proper', 'training', 'rest', 'ok']"
548,548,Good learning,"May 24, 2022 - SDE 1 in Bangalore",4,"['good', 'learning', 'great', 'team']","['much', 'perks', 'sometimes', 'need', 'push']"
549,549,Great work culture,"May 24, 2022 - Customer Service Representative in Hyderābād",4,"['work', 'life', 'balance', 'great', 'good', 'pay']",['found']
550,550,Ruining employees career,"Jun 14, 2022 - Digital Associate in Chennai",1,"['pros', 'except', 'work', 'environment']","['partiality', 'employees', 'forming', 'groupism', 'internal', 'politics', 'total', 'disaster', 'would', 'never', 'recomend', 'role', 'amazon', 'managing', 'people', 'domain', 'ruining', 'company', 'reputation']"
551,551,Great job for work life balance,"May 6, 2022 - Device Associate in Chennai",5,['name'],['name']
552,552,No Growth Opportunity | Work Politics in Compliance Operations,"May 24, 2022 - Senior Associate Product Compliance in Pune",3,"['work', 'culture', 'process', 'apart', 'compliance', 'operations', 'great']","['work', 'politics', 'favoritism', 'stringent', 'growth', 'patter', 'takes', 'lottttt', 'get', 'promoted', 'compliance', 'operations', 'managers', 'lot', 'micromanagement']"
553,553,A good place to work as well a good place stess out,"May 24, 2022 - Quality Specialist in Hyderābād",3,"['get', 'paid', 'time']","['really', 'understand', 'feel', 'stagnant']"
554,554,Best company to start your carrer,"May 8, 2022 - Associate in Greater Noida",5,"['amazing', 'company', 'start', 'grow', 'carrer']","['literally', 'cons', 'working', 'amazon']"
555,555,I want job,"May 9, 2022 - Picker/Packer in Thiruvalla",5,"['best', 'amazon', 'india']","['good', 'work', 'company', 'amazon']"
556,556,Best of all time,"May 9, 2022 - Program Manager WFM in Hyderābād",5,"['good', 'environment', 'supportive', 'managers', 'peers', 'healthy', 'lifestype', 'worklife', 'balance']","['little', 'bit', 'work', 'pressure', 'tight', 'deadlines']"
557,557,Recruiting services,"May 9, 2022 - Senior Associate in Hyderābād",5,"['best', 'company', 'work', 'anytime']","['nothing', 'end', 'well']"
558,558,Good,"May 9, 2022 - Quality Analyst in Bangalore",5,"['good', 'work', 'life', 'balance', 'decent', 'salary']","['much', 'salary', 'bit']"
559,559,Sr prod compliance,"May 9, 2022 - Prod Compliance Senior Associate in Bangalore",5,"['best', 'place', 'work', 'values', 'employees']","['none', 'good', 'aspects']"
560,560,Ml data associate,"May 9, 2022 - ML Data Associate-1 in Hyderābād",5,"['good', 'work', 'environment', 'growth']","['cons', 'sattisfied', 'job']"
561,561,Ocean of Opportunities,"May 9, 2022 - Cloud Support Engineer I in Bangalore",5,['name'],['name']
562,562,Best office environment,"May 23, 2022 - Customer Service Associate (CSA) in Pune",4,"['good', 'work', 'culture', 'amenities']","['management', 'really', 'slow', 'process']"
563,563,Shipping and Delivery Support,"May 23, 2022 - Associate in Calcutta",4,"['great', 'culture', 'supportive', 'environment']","['high', 'work', 'pressure', 'low', 'growth']"
564,564,I had the best experience in Amazon,"May 23, 2022 - Quality Specialist in Hyderābād",4,"['flexible', 'timings', 'supportive', 'management', 'timely', 'salary', 'leave', 'policy', 'maternity', 'benefits']","['skill', 'development', 'less', 'growth', 'monotonous', 'work']"
565,565,"Data engineer II , Amazing Amazon","May 20, 2022 - in Chennai",4,"['amazing', 'experience', 'get', 'months', 'settled', 'well', 'documented', 'task', 'training', 'need', 'understand', 'amazon', 'works', 'big', 'pay', 'check', 'inclusion', 'base', 'bonus', 'first', 'years', 'joining', 'rsu', 'stocks', 'chance', 'work', 'talented', 'supporting', 'individuals', 'team', 'members', 'learning', 'growth']","['though', 'amazon', 'striving', 'best', 'employee', 'centric', 'work', 'life', 'balance', 'improved', 'little', 'bit', 'manager', 'asked', 'things', 'moves', 'fast', 'base', 'pay', 'could', 'better', 'try', 'negotiate', 'whenever', 'negotiating']"
566,566,Salary,"May 8, 2022 - Software Developer in Hyderābād",5,"['flexibilty', 'work', 'home', 'training', 'nice', 'culture', 'diversity']","['work', 'burden', 'times', 'managed']"
567,567,A,"May 8, 2022 - Program Manager in New Delhi",5,"['good', 'company', 'work']","['increments', 'lower', 'side']"
568,568,A good work environment,"May 8, 2022 - Transportation Specialist in Hyderābād",5,"['work', 'culture', 'ethics', 'good']","['unless', 'tech', 'side', 'job', 'world', 'pay', 'much', 'expected', 'rise']"
569,569,Job,"May 22, 2022 - Training Specialist in Calcutta",4,"['good', 'one', 'work', 'home']","['cons', 'shift']"
570,570,Mixed,"May 22, 2022 - Customer Service Representative in Hyderābād",4,"['good', 'salary', 'fresher', 'u']","['weak', 'management', 'workload', 'really', 'high', 'customer', 'service']"
571,571,One of the best but not for L2 s in CS,"May 22, 2022 - Customer Service Representative in Hyderābād",4,"['best', 'place', 'work', 'promotions', 'little', 'beyond', 'limits']","['need', 'lucky', 'crack', 'hard', 'work', 'nothing']"
572,572,Suitable for people who could adjust and tolerance,"May 19, 2022 - in Chennai",4,"['extremely', 'good', 'pay', 'great', 'learning', 'moving', 'projects', 'certain', 'orgs', 'intelligent', 'friendly', 'team']","['defined', 'processes', 'lack', 'scope', 'innovation', 'well', 'organizations', 'devices', 'indian', 'teams', 'challenging', 'charter', 'boring', 'projects', 'high', 'oe', 'oncall', 'sucks', 'past', 'year', 'almost', 'woken', 'around', 'days', 'attending', 'load', 'quite']"
573,573,Good work environment but low pay,"May 22, 2022 - Content Reviewer in Bangalore",3,"['team', 'involvement', 'individuality', 'ideas', 'welcomed']","['low', 'salary', 'freshers', 'expected', 'company', 'big', 'amazon', 'startups', 'paying', 'better', 'work', 'environment']"
574,574,Good but no growth,"May 22, 2022 - Customer Service Associate in Hyderābād",3,"['salary', 'benefits', 'allowances']","['growth', 'ijps', 'option', 'switch', 'jobs']"
575,575,Best workplace,"May 7, 2022 - CSA - Customer Service Associate in Coimbatore",5,['name'],['name']
576,576,exleclent app,"May 7, 2022 - in Hyderābād",5,"['excellent', 'largest', 'seller', 'amazon']","['accepted', 'challenges', 'amazon']"
577,577,worklife balance,"May 7, 2022 - Anonymous Employee in Coimbatore",5,"['feel', 'amazon', 'best', 'place', 'worked', 'ever', 'give', 'opportunity', 'improve', 'work', 'life', 'balance', 'great', 'culture']","['dont', 'feel', 'bad', 'side', 'everything', 'seems', 'good']"
578,578,.,"May 7, 2022 - Program Manager I in Hyderābād",5,"['always', 'awesome', 'employee', 'relations']","['yet', 'found', 'cons']"
579,579,like to work because it is a booming industry and it's gives me great opportunity,"May 21, 2022 - in New Delhi",4,"['booming', 'industry', 'good', 'opportunity', 'work', 'home']","['learn', 'new', 'things', 'good', 'opportunity']"
580,580,Awesome,"May 21, 2022 - Software Development Engineer (SDE) in Gurgaon, Haryana",4,"['work', 'culture', 'excellent']","['downsides', 'company']"
581,581,Process associate- Retail,"May 21, 2022 - Process Associate in Chennai",4,"['good', 'work', 'culture', 'equipments', 'provided']","['repeated', 'job', 'gets', 'boring', 'months']"
582,582,Vendor management,"May 18, 2022 - Seller Support Associate in Chennai",4,"['ot', 'earn', 'lot', 'ijp', 'available']","['need', 'maintain', 'metrics']"
583,583,Good,"May 3, 2022 - Anonymous Employee in Bangalore",5,"['working', 'amazon', 'good']","['found', 'cons']"
584,584,Good for short term,"May 21, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",3,"['work', 'timings', 'flexible']","['work', 'pressure', 'targets', 'high']"
585,585,Great place to work,"May 5, 2022 - WFS Staffing Lead in Mumbai",5,"['best', 'knowledge', 'gaining', 'enterprise', 'process', 'oriented', 'specified', 'role', 'responsibilities']","['none', 'things', 'pretty', 'good']"
586,586,-,"May 6, 2022 - Catalog Associate in Bangalore",5,"['good', 'company', 'grow']","['anything', 'say']"
587,587,Love it here,"May 6, 2022 - Cloud Support Engineer in Bangalore",5,"['good', 'work', 'hours', 'night', 'shifts', 'heavy', 'paycheck']","['sometimes', 'workload', 'hectic', 'stressful']"
588,588,Good,"May 6, 2022 - Amazon Seller Support Associate in Pune",5,"['everything', 'money', 'opportunities', 'balance']","['much', 'fact', 'support', 'role']"
589,589,Work,"May 6, 2022 - Sps Associate in Bangalore",5,"['good', 'work', 'culture', 'new', 'challenges', 'recognition']","['nothing', 'mentioned', 'always', 'day', 'amazon']"
590,590,One of the top place to work in india,"May 20, 2022 - Software Development Engineer in Bangalore",4,"['area', 'growth', 'lot', 'learning', 'creative', 'ideas', 'explore', 'work', 'huge', 'scale', 'system', 'helpful', 'management', 'proper', 'define', 'done']","['little', 'bit', 'frugality', 'indian', 'teams', 'yet', 'fully', 'developed']"
591,591,Nice,"May 5, 2022 - Software Engineer in Hyderābād",5,"['handsome', 'salary', 'freshers', 'available']","['workload', 'much', 'high']"
592,592,Good,"May 5, 2022 - Intern in New Delhi",5,"['happened', 'well', 'good', 'let', 'see', 'salaries']","['cons', 'life', 'relation', 'dwpression']"
593,593,Great Place to work and Grow,"May 5, 2022 - Senior Technical Account Manager in Pune",5,"['inclusive', 'culture', 'great', 'leadership', 'customer', 'employee', 'obsessed', 'organisation', 'ample', 'opportunity', 'career', 'growth', 'open']","['none', 'see', 'far', 'accepting', 'offer', 'go', 'details', 'letter', 'thoroughly']"
594,594,Work Experience,"May 5, 2022 - Associate in Hyderābād",5,"['work', 'location', 'pretty', 'good', 'freindly', 'manager', 'growths', 'ijp']","['hike', 'good', 'insurance']"
595,595,True mnc experience,"May 5, 2022 - Site Operations Manager in Bangalore",5,"['good', 'salary', 'lots', 'learn', 'world', 'class']","['busy', 'schedule', 'first', 'year']"
596,596,Amazing work environment,"May 18, 2022 - Catalog Associate in Bangalore",4,"['work', 'culture', 'coordination', 'great', 'opportunity']","['hours', 'working', 'much', 'tools', 'handle']"
597,597,Review at Amazon,"May 18, 2022 - CSA - Customer Service Associate in Pune",4,"['work', 'environment', 'best', 'amazon']","['salary', 'less', 'organization']"
598,598,Good,"May 19, 2022 - Test Lead in Chennai",4,"['work', 'environment', 'good', 'amazon']","['nothing', 'specific', 'get', 'work', 'pressure', 'initial', 'days']"
599,599,Good company,"May 19, 2022 - Customer Support in Pune",4,"['nice', 'company', 'work']","['nothing', 'tell', 'cons']"
600,600,Awesome!,"May 19, 2022 - Resolution Specialist in Pune",4,"['super', 'friendly', 'management', 'great']","['internal', 'mobility', 'move', 'departments', 'internally']"
601,601,Great,"May 19, 2022 - Transaction Risk Investigator in Bangalore",4,"['nice', 'workplace', 'good', 'perks', 'ot', 'benefits', 'supporting', 'seniors']","['sometimes', 'monotonous', 'works', 'slow', 'growth']"
602,602,Associate,"Jun 10, 2022 - Associate in Bangalore",1,['na'],"['bad', 'work', 'life', 'balance', 'carrer', 'guidance']"
603,603,Great Workplace to learn,"May 4, 2022 - Software Development Engineer (SDE) in Gurgaon, Haryana",5,"['provides', 'enough', 'resources', 'round', 'development', 'individual', 'amazing', 'people', 'great', 'talent', 'always', 'support']",['nothing']
604,604,Nice,"May 4, 2022 - Cloud Support Engineer I in Bangalore",5,"['lot', 'money', 'opportunity']","['less', 'work', 'life', 'balance']"
605,605,It was great,"May 4, 2022 - Seller Support Associate in Hyderābād",5,"['get', 'go', 'learn', 'lot']","['overall', 'great', 'experience']"
606,606,Decent Pay kick start for freshers,"May 4, 2022 - Transaction Risk Investigator in Hyderābād",5,"['pay', 'good', 'ot', 'double', 'great', 'leaves', 'work', 'culture']","['work', 'gets', 'monotonous', 'growth', 'like', 'everywhere', 'else', 'slow', 'unless', 'best', 'among']"
607,607,Good work culture!!,"May 4, 2022 - Automation Analyst in Bangalore",5,"['top', 'mnc', 'perks', 'benefits', 'work', 'culture']","['low', 'hike', 'regionalism', 'none']"
608,608,Operations Team Manager,"May 4, 2022 - Team Manager in New Delhi",5,"['salary', 'time', 'great', 'culture', 'support', 'medical', 'benefits', 'career', 'transition']","['rotations', 'shifts', 'rotating', 'teams', 'entertain', 'agents', 'metric', 'goals', 'keeps', 'changing', 'little', 'political', 'folks', 'well']"
609,609,Perfect Place to kickstart,"May 4, 2022 - Device Associate in Chennai",5,"['new', 'joiner', 'amazon', 'gives', 'lot', 'areas', 'explore', 'learn', 'every', 'team', 'members', 'giving', 'warm', 'welcome', 'sharing', 'wide', 'knowledge', 'us', 'try', 'grab', 'offer', 'asap']","['witnessed', 'anything']"
610,610,Fast paced- tending to stressful work-environment,"May 18, 2022 - Risk Investigation Specialist in Bangalore",4,"['great', 'leadership', 'principles', 'wonderful', 'opportunity', 'learn', 'peers', 'benefits', 'transportation', 'allowances', 'turn', 'office']","['manager', 'much', 'power', 'decide', 'forward', 'promotional', 'document', 'work', 'load', 'stressful', 'times', 'compensation', 'policy', 'best', 'compared', 'industry', 'promotions', 'slow']"
611,611,Regular threats of PIP,"May 19, 2022 - Software Development Engineer (SDE) in Hyderābād",2,"['opportunity', 'move', 'globally', 'aws', 'tech', 'stack', 'familarity', 'work', 'home']","['constant', 'threat', 'getting', 'fired', 'comparison', 'culture', 'colleagues']"
612,612,Good,"May 18, 2022 - Data Associate in Hyderābād",3,"['good', 'work', 'culture', 'benefits']","['shift', 'timings', 'long', 'hours', 'repetitive', 'job']"
613,613,Not bad,"May 18, 2022 - Anonymous Employee in Guadalajara, Jalisco",3,"['casual', 'chill', 'company', 'relaxed', 'environment']","['much', 'career', 'growth', 'knowledge']"
614,614,Decent,"May 18, 2022 - Anonymous Employee in Chennai",3,"['great', 'work', 'decent', 'begineers']","['low', 'salary', 'work', 'much', 'politics']"
615,615,customer service associate (malayalam & english),"May 2, 2022 - Customer Service Associate in Chennai",5,"['days', 'work', 'time', 'extra', 'night', 'shift', 'allowance', 'earn', 'gift', 'cards']","['handling', 'customers', 'toughest', 'helpless', 'times', 'call', 'flow', 'high', 'hours', 'continuous', 'talking']"
616,616,Amazing Company,"May 3, 2022 - Operations Manager in Bangalore",5,"['great', 'place', 'work', 'customer', 'obsessed', 'holds', 'true', 'foundational', 'principles', 'opportunities', 'contribute', 'grow']","['nothing', 'negative', 'seen', 'far']"
617,617,good,"May 3, 2022 - Data Analyst in Bangalore",5,"['good', 'kind', 'environment']","['cons', 'truly']"
618,618,BIE,"May 3, 2022 - Bie in Bangalore",5,"['learning', 'new', 'stuffs', 'great', 'opportunity', 'explore', 'things']","['work', 'life', 'balance', 'much']"
619,619,Nice Company,"May 17, 2022 - Anonymous Employee in Gurgaon, Haryana",4,"['get', 'perks', 'benefits']","['career', 'development', 'opportunities']"
620,620,Tough to work,"May 17, 2022 - Financial Analytics Analyst in Bangalore",4,"['pay', 'well', 'bonus']","['work', 'life', 'balance']"
621,621,Hectic but controlled,"May 17, 2022 - Customer Service Representative in New Delhi",4,"['everyone', 'behavior', 'good', 'taken', 'care', 'properly']","['workload', 'high', 'rarely', 'get', 'time']"
